Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Taji Suburbs Ltd,Westlands,Riverside,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-riverside-3463319,3,3,4
Dunhill Consulting Limited,Dagoretti North,"Kindaruma Road, Kilimani","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3432501,2,2,2
Calmillers_Holding_Ltd,Westlands,Rhapta Road,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3454834,3,3,3
Chelezo Residency,Dagoretti North,"Rose Avenue, Kilimani","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3466776,3,3,2
Furnished Rentals,Dagoretti North,Kilimani,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3468206,3,3,3
Furnished Rentals,Westlands,Westlands Area,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3468295,2,2,2
Dunhill Consulting Limited,Dagoretti North,"Kindaruma Road, Kilimani","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3432501,2,2,2
Keensell Ventures,Westlands,"parklands, Parklands, Parklands","KSh 150,000",/listings/4-bedroom-apartment-for-rent-parklands-1-3453490,4,4,4
Splendor Holdings,Dagoretti North,Kilimani,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-kilimani-3441455,120,2,
Ace Realtors Limited,Westlands,"21 03 25, 32 FA, Waiyaki Way","KSh 150,000",/listings/furnished-1-bedroom-apartment-for-rent-waiyaki-way-3464528,111,1,1
Coralinternational Ltd,Westlands,"Le'mac, Slip Road, Waiyaki Way","KSh 150,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3389791,46,2,2
Mambo Properties Enterprise,Dagoretti North,"Gatundu Rd, Kileleshwa","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3437363,23,3,4
Mambo Properties Enterprise,Westlands,"Rhapta Rd, Rhapta Road","KSh 150,000",/listings/4-bedroom-apartment-for-rent-rhapta-road-3455297,25,4,3
Pam Golding Properties,Langata,Karen,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-karen-3432399,2,2,3
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kilimani-3437577,4,4,5
Pam Golding Properties,Thika Road,Thika Road,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-thika-road-3462394,2,2,1
Azizi Realtors,Dagoretti North,"Othaya road, Kileleshwa","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3466000,3,3,4
Prime Lands,Westlands,"12, lower kabete, Brookside","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-brookside-21259,3,3,4
Realty Plus,Dagoretti North,Lavington,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-lavington-2-3430453,3,3,2
Realty Plus,Dagoretti North,Lavington,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-2-3457886,3,3,2
Halifax Estate Agency,Westlands,Rhapta Road,"KSh 150,000",/listings/furnished-4-bedroom-apartment-for-rent-rhapta-road-3415377,4,4,
Ring Kenya Ltd,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3429719,3,3,3
Sema Estate Agents,Westlands,Nyari,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-nyari-3465636,4,4,
Rayalink Properties,Dagoretti North,"Riara road, Kilimani","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kilimani-3461129,2025,3,2
Sir Francis Marketingconsultants Ltd,Dagoretti North,"Yaya Centre, Kilimani","KSh 150,000",/listings/4-bedroom-apartment-for-rent-kilimani-3462797,290,4,5
Yellow Market,Dagoretti North,"walk to valley arcade, Lavington","KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3461678,4,4,5
Yellow Market,Dagoretti North,"near Kasusku, Kileleshwa","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467007,3,3,4
Acurate Homes Limited,Westlands,"Rhapta Road, Rhapta Road","KSh 150,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3439968,3,3,4
Dmus Realtors,Westlands,Brookside,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-brookside-3457254,3,3,4
Dmus Realtors,Westlands,"Brookside Drive, Westlands Area","KSh 150,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3457383,3,3,3
Origin Homes,Dagoretti North,Kilimani,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-kilimani-3458706,3,3,3
Origin Homes,Westlands,General Mathenge,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3466157,2,2,3
Origin Homes,Westlands,"Shanzu road, Spring Valley","KSh 150,000",/listings/4-bedroom-apartment-for-rent-spring-valley-3466463,4,4,5
Wealthlink Realtors Ltd,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-1-3453516,325,4,4
Wealthlink Realtors Ltd,Kiambu Road,Kiambu Road,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-3463901,3,3,2
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3465680,4,4,3
Dakima Home International,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3449220,4,4,4
Good Living Properties Limited,Westlands,Westlands Area,"KSh 150,000",/listings/1-bedroom-apartment-for-rent-westlands-area-1-3442425,1,1,1
Gemac Properties,Westlands,"Lone Tree, Rosslyn","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-rosslyn-3391738,80,2,2
Blue Zone Properties,Westlands,"1, Rosslyn Lone Tree Estate Road, Rosslyn","KSh 150,000",/listings/2-bedroom-apartment-for-rent-rosslyn-1-3407415,90,2,2
Ws Properties Limited,Westlands,"Brookside Drive, Brookside","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-brookside-3397215,150,2,2
Ws Properties Limited,Westlands,"Peponi Road, Westlands Area","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3397310,150,2,2
Lizmor Properties,Westlands,Westlands Area,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3465685,2,2,
Lizmor Properties,Westlands,Brookside,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-brookside-3467384,3,3,
Cfs Homes,Dagoretti North,Hurlingham,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-hurlingham-3438517,3,3,
Furnished Rentals,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3467935,2,2,2
Furnished Rentals,Westlands,Westlands Area,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3468079,2,2,2
Furnished Rentals,Dagoretti North,Kilimani,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3468207,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3468747,2,2,3
Keensell Ventures,Westlands,"Brookside, Brookside, Brookside","KSh 150,000",/listings/4-bedroom-apartment-for-rent-brookside-1-3452637,4,4,4
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3463589,3,3,4
J M Mccarthy Properties Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-1-3456454,4,4,4
Trisums Investments Company Limited,Dagoretti North,"Mbaazi Avenue, Lavington","KSh 150,000",/listings/3-bedroom-apartment-for-rent-lavington-3464699,3,3,3
Canaan Properties,Westlands,Parklands,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-parklands-3468561,4,4,
Stop Properties Real Estate,Westlands,Westlands Area,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3461714,3,3,
Mambo Properties Enterprise,Dagoretti North,"Gatundu Rd, Kileleshwa","KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3454661,23,3,3
Mambo Properties Enterprise,Dagoretti North,"Kitale Lane, Kilimani","KSh 150,000",/listings/2-bedroom-apartment-for-rent-kilimani-3454712,14,2,2
Regent Management Ltd,Dagoretti North,Dennis Pritt,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-dennis-pritt-1-3426274,3,3,2
Eastwood Consulting Ltd,Westlands,"6Th Parklands , Parklands","KSh 150,000",/listings/3-bedroom-apartment-for-rent-parklands-3416377,158,3,2
Capstone Properties,Westlands,Kyuna,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-kyuna-3466990,3,3,3
El Roi Properties,Dagoretti North,"Argwings Kodhek, Kilimani","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-1-3458217,160,3,4
City Homes Kenya Real Estate,Westlands,"School lane, Westlands Area","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3464798,2,2,2
City Homes Kenya Real Estate,Westlands,"School lane, Westlands Area","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3464798,2,2,2
Regent Management Ltd,Dagoretti North,Dennis Pritt,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-dennis-pritt-1-3426274,3,3,2
Pam Golding Properties,Dagoretti North,"Argwings Kodhek Rd, Kilimani","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3438263,3,3,4
Pam Golding Properties,Westlands,Gigiri,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-gigiri-3468600,3,3,2
Vaal Real Estate,Langata,"Kiambere Road, Upper Hill","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-upper-hill-3460480,133,2,
Lavingtonmanagement,Dagoretti North,"Mbaazi, Lavington","KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3431799,4,4,3
Yellow Market,Dagoretti North,"Near Yaya Center, Kilimani","KSh 150,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3449097,1,1,1
Yellow Market,Dagoretti North,"behind Junction Mall, Kilimani","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3464243,3,3,3
Wealthlink Realtors Ltd,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3460513,4,4,4
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3465694,4,4,4
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3449364,2601,3,4
Apricotsolutions Limited,Westlands,Riverside,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-riverside-3466257,2,2,2
Dmus Realtors,Westlands,"General Mathenge Drive, General Mathenge","KSh 150,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3467419,3000,4,4
Hilltrust Consult,Westlands,"Brookside Drive, Brookside","KSh 150,000",/listings/3-bedroom-apartment-for-rent-brookside-2-3454432,3,3,
Right Fit Properties,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467587,3,3,4
Naftal Properties,Dagoretti North,Lavington,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3436710,4,4,4
Ws Properties Limited,Westlands,Rhapta Road,"KSh 150,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464049,3,3,3
Vsb Properties Limited,Westlands,"School Lane, Parklands","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-parklands-3421540,2,2,2
Allione Real Estate,Dagoretti North,Kilimani,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-kilimani-3437428,2,2,3
Cfs Homes,Westlands,Brookside,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-brookside-3438980,3,3,
Urban Hut,Dagoretti North,Lavington,"KSh 150,000",/listings/4-bedroom-apartment-for-rent-lavington-3461802,4,4,4
Fit Property,Westlands,"Raphta Road, Westlands, Nairobi, Rhapta Road","KSh 150,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3444482,325,3,
Spark Properties,Dagoretti North,"Mbaazi, Mbaazi, Lavington","KSh 150,000",/listings/3-bedroom-apartment-for-rent-lavington-3467485,3,3,2
Furnished Rentals,Dagoretti North,Lavington,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3467903,3,3,3
Furnished Rentals,Dagoretti North,Kilimani,"KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3468193,2,2,2
Furnished Rentals,Dagoretti North,Kileleshwa,"KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3468202,3,3,3
J M Mccarthy Properties Ltd,Westlands,Westlands Area,"KSh 150,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3465537,2,2,2
Buy Rent Shelters,Westlands,General Mathenge,"KSh 155,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3468257,4,4,4
Furnished Rentals,Westlands,Parklands,"KSh 155,000",/listings/furnished-2-bedroom-apartment-for-rent-parklands-3468301,2,2,2
Ensuite Realtors,Westlands,Brookside,"KSh 155,000",/listings/3-bedroom-apartment-for-rent-brookside-3461845,3,3,5
Buy Rent Shelters,Westlands,"General Mathenge, Spring Valley","KSh 155,000",/listings/4-bedroom-apartment-for-rent-spring-valley-3468669,4,4,4
Paradigm Homes,Westlands,Brookside,"KSh 155,000",/listings/3-bedroom-apartment-for-rent-brookside-3461544,3,3,5
Dmus Realtors,Westlands,"Riverside Drive, Riverside","KSh 155,000",/listings/3-bedroom-apartment-for-rent-riverside-3467939,2950,3,5
Pam Golding Properties,Westlands,Westlands Area,"KSh 158,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3450321,4,4,3
Mambo Properties Enterprise,Westlands,"Mpaka Rd, Westlands Area","KSh 160,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3437704,24,4,3
Mambo Properties Enterprise,Westlands,"General Mathenge, General Mathenge","KSh 160,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3445261,16,2,2
Pam Golding Properties,Westlands,Gigiri,"KSh 160,000",/listings/1-bedroom-apartment-for-rent-gigiri-1-3454482,1,1,1
Gimco Limited,Dagoretti North,Lavington,"KSh 160,000",/listings/4-bedroom-apartment-for-rent-lavington-3442825,4,4,
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 160,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3446483,4,4,4
Origin Homes,Dagoretti North,Lavington,"KSh 160,000",/listings/4-bedroom-apartment-for-rent-lavington-1-3458089,4,4,4
Jazari Homes,Dagoretti North,"Ole-ndume road, Kilimani, Kilimani","KSh 160,000",/listings/furnished-4-bedroom-apartment-for-rent-kilimani-3465603,4,4,3
Sky Limits Ventures,Dagoretti North,"Riara Rd, Lavington","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3468153,3,3,3
Wealthlink Realtors Ltd,Westlands,General Mathenge,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-general-mathenge-3460437,280,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3464339,3,3,2
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3465940,2,2,2
Wealthlink Realtors Ltd,Westlands,General Mathenge,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-general-mathenge-3460437,280,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3464339,3,3,2
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3465940,2,2,2
Wealthlink Realtors Ltd,Westlands,Gigiri,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-gigiri-3466737,3,3,2
Dakima Home International,Westlands,"Oldonyo Sabuk, Westlands Area","KSh 160,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3445482,2,2,2
Dakima Home International,Westlands,"Brookside, Brookside","KSh 160,000",/listings/3-bedroom-apartment-for-rent-brookside-3465090,3,3,3
Rejima Homes Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3444411,3,3,
Rejima Homes Ltd,Westlands,General Mathenge,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3466544,3,3,4
Rejima Homes Ltd,Westlands,Rhapta Road,"KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-rhapta-road-3467927,1,1,2
Ws Properties Limited,Dagoretti North,"Gitanga Road, Kileleshwa","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3397768,220,3,3
Lizmor Properties,Westlands,"Opposite Parklands Baptist Church, Westlands Area","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3468578,3,3,3
Taji Suburbs Ltd,Westlands,Spring Valley,"KSh 160,000",/listings/4-bedroom-apartment-for-rent-spring-valley-3463355,4,4,4
A List Real Estate,Dagoretti North,"Valley Arcade, Mbaazi Avenue, Lavington","KSh 160,000",/listings/3-bedroom-apartment-for-rent-lavington-3460515,3,3,3
Allione Real Estate,Dagoretti North,Valley Arcade,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3443958,3,3,3
Greenday Properties,Westlands,Spring Valley,"KSh 160,000",/listings/2-bedroom-apartment-for-rent-spring-valley-3447625,130,2,1
J M Mccarthy Properties Ltd,Westlands,Riverside,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3465888,3,3,3
Dalizu Holdings Limited,Dagoretti North,Kileleshwa,"KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3458914,2,2,2
Coralinternational Ltd,Westlands,Brookside,"KSh 160,000",/listings/4-bedroom-apartment-for-rent-brookside-3466564,4,4,4
Coralinternational Ltd,Westlands,"Mvuli road, Westlands Area","KSh 160,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466960,3,3,2
Opus Properties,Langata,Upper Hill,"KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-upper-hill-3458117,3,3,
Canaan Properties,Westlands,General Mathenge,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3465937,3,3,5
Eastwood Consulting Ltd,Westlands,"Donyo Sabuk Avenue , General Mathenge","KSh 160,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3416895,344,4,4
Mambo Properties Enterprise,Westlands,General Mathenge,"KSh 160,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3444329,16,2,3
Mambo Properties Enterprise,Dagoretti North,"Ole Dume, Kilimani","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kilimani-3454710,23,3,3
Mambo Properties Enterprise,Dagoretti North,"Mwingi Rd, Kileleshwa","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3454720,23,3,3
Green Knight Properties,Dagoretti North,"Denispritt, Kitale Lane, Kilimani","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3464208,2,2,2
Cass Homes Limited,Westlands,Riverside,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3465947,3,3,4
Azizi Realtors,Dagoretti North,"Mbaazi Avenue, Lavington","KSh 160,000",/listings/3-bedroom-apartment-for-rent-lavington-3463949,3,3,2
Origin Homes,Westlands,Karura,"KSh 160,000",/listings/2-bedroom-apartment-for-rent-karura-3463321,2,2,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3458242,2000,1,1
Origin Homes,Westlands,Karura,"KSh 160,000",/listings/2-bedroom-apartment-for-rent-karura-3463321,2,2,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3458242,2000,1,1
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3466106,20000,2,2
Olympia Gold Real Estate,Westlands,Riverside,"KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3461548,3,3,3
Rejima Homes Ltd,Dagoretti North,Kileleshwa,"KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3468052,2,2,3
